appid,Title,Type,Price,Release_Date,Rating,Required_Age,Is_Multiplayer
220200,Kerbal Space Program,game,39.99,00:00.0,88,0,0
270450,Robot Roller-Derby Disco Dodgeball,game,7.99,00:00.0,-1,0,1
297590,Monsters Ate My Birthday Cake,game,7.99,00:00.0,-1,0,0
231740,Knights of Pen and Paper +1 Edition,game,9.99,00:00.0,-1,0,0
263300,BlazBlue: Calamity Trigger,game,9.99,00:00.0,-1,0,0
227080,Papo & Yo,game,14.99,00:00.0,70,0,0
31270,Puzzle Agent,game,4.99,00:00.0,70,0,0
21000,LEGO Batman,game,19.99,00:00.0,80,0,0
246070,Hack 'n' Slash,game,13.37,00:00.0,73,0,0
55140,MX vs. ATV Reflex,game,19.99,00:00.0,-1,0,1
65300,Dustforce DX,game,9.99,00:00.0,79,0,0
2820,X3: Terran Conflict,game,15.99,00:00.0,73,0,0
206480,Dungeons & Dragons Online®,game,0,00:00.0,-1,0,0
293420,Heldric - The legend of the shoemaker,game,8.99,00:00.0,-1,0,0
31260,Sam & Max: The Devil’s Playhouse ,game,19.99,00:00.0,-1,0,0
264240,CONSORTIUM,game,9.99,00:00.0,-1,0,0
7600,Sid Meier's Railroads!,game,9.99,00:00.0,77,0,1
3600,Escape Rosecliff Island,game,4.99,00:00.0,-1,0,0
224600,Defiance,game,0,00:00.0,64,17,1
62100,Chime,game,4.99,00:00.0,-1,0,0
320,Half-Life 2: Deathmatch,game,4.99,00:00.0,-1,0,1
42500,DogFighter,game,2.99,00:00.0,-1,0,1
305860,AutoTileGen,game,29.99,00:00.0,-1,0,0
3390,Feeding Frenzy 2 Deluxe,game,4.99,00:00.0,-1,0,0
202090,Magicka: Wizard Wars,game,0,00:00.0,69,0,1
80310,Gemini Rue,game,9.99,00:00.0,82,0,0
217690,Anna - Extended Edition,game,9.99,00:00.0,75,0,0
17180,Mosby's Confederacy,game,9.99,00:00.0,-1,0,0
284290,Farm Machines Championships 2014,game,4.99,00:00.0,-1,0,0
221300,Monopoly,game,9.99,00:00.0,-1,0,0
283490,IHF Handball Challenge 12,game,4.99,00:00.0,-1,0,1
11370,Nikopol: Secrets of the Immortals,game,4.99,00:00.0,68,0,0
235340,Prime World,game,0,00:00.0,65,0,1
4300,RoboBlitz,game,9.99,00:00.0,80,0,0
263360,3089 -- Futuristic Action RPG,game,6.99,00:00.0,-1,0,0
107100,Bastion,game,14.99,00:00.0,86,0,0
223730,Fly'N,game,9.99,00:00.0,80,0,0
211400,Deadlight,game,14.99,00:00.0,78,17,0
17460,Mass Effect,game,19.99,00:00.0,89,17,0
3910,Sid Meier's Civilization® III Complete,game,4.99,00:00.0,90,0,1
20540,Company of Heroes: Tales of Valor,game,19.99,00:00.0,70,17,1
257400,Fuse,game,0,00:00.0,-1,0,0
269610,Arcane Worlds,game,9.99,00:00.0,-1,0,0
311800,Black Ice,game,14.99,00:00.0,-1,0,1
289760,ROCKETSROCKETSROCKETS,game,6.99,00:00.0,-1,0,1
221680,Rocksmith 2014,game,39.99,00:00.0,-1,0,0
289800,Dracula: The Resurrection,game,4.99,00:00.0,67,0,0
296610,GestureWorks Gameplay,game,1.99,00:00.0,-1,0,1
233270,Far Cry 3 - Blood Dragon,game,14.99,00:00.0,81,18,0
248190,Knytt Underground,game,6.99,00:00.0,-1,16,0
316020,Hangeki,game,9.99,00:00.0,-1,0,0
204630,Retro City Rampage™ DX,game,9.99,00:00.0,-1,0,0
308060,Black The Fall,game,0,00:00.0,-1,0,0
253350,Tiny Barbarian DX,game,9.99,00:00.0,-1,0,0
286930,Crouching Pony Hidden Dragon,game,9.99,00:00.0,-1,0,0
31890,Nancy Drew®: Secret of the Scarlet Hand,game,6.99,00:00.0,-1,0,0
35320,Insane 2,game,14.99,00:00.0,-1,0,1
3520,Mystery P.I.™ - The Vegas Heist,game,4.99,00:00.0,-1,0,0
302590,Of Guards And Thieves,game,14.99,00:00.0,-1,0,1
258760,Scania Truck Driving Simulator,game,11.99,00:00.0,-1,0,0
234900,Anodyne,game,9.99,00:00.0,75,0,0
63630,The Manhole: Masterpiece Edition,game,5.99,00:00.0,-1,0,0
17140,Hinterland,game,9.99,00:00.0,65,0,0
70,Half-Life,game,9.99,00:00.0,96,0,1
296210,Brigade E5: New Jagged Union,game,3.99,00:00.0,41,0,0
17100,Children of the Nile: Enhanced Edition,game,7.99,00:00.0,75,0,0
73220,Supreme Ruler: Cold War,game,9.99,00:00.0,63,0,1
15160,Petz® Horsez® 2,game,9.99,00:00.0,-1,0,0
24660,Trainz: Murchison 2,game,19.99,00:00.0,-1,0,0
9180,Commander Keen,game,4.99,00:00.0,-1,0,0
201290,Sins of a Solar Empire®: Trinity,game,19.99,00:00.0,87,0,1
283350,Eurofighter Typhoon,game,9.99,00:00.0,69,0,0
281580,Wings Over Europe,game,9.99,00:00.0,62,0,0
232790,Broken Age,game,24.99,00:00.0,73,0,0
251990,Long Live The Queen,game,9.99,00:00.0,67,0,0
274190,Broforce,game,14.99,00:00.0,83,0,1
36140,Tradewinds Caravans + Odyssey Pack,game,14.99,00:00.0,-1,0,0
209390,Dungeonbowl - Knockout Edition,game,14.99,00:00.0,-1,0,1
263120,Ludwig,game,9.99,00:00.0,-1,0,0
293320,Coma: Mortuary,game,5.99,00:00.0,-1,0,0
46380,Reign: Conflict of Nations,game,3.99,00:00.0,60,0,0
285480,The Entente Gold,game,1.99,00:00.0,-1,0,0
252770,Vox,game,9.99,00:00.0,-1,0,1
302060,Trucks & Trailers,game,6.99,00:00.0,-1,0,0
255520,Viscera Cleanup Detail: Shadow Warrior,game,0,00:00.0,-1,0,0
23300,Yosumin!™,game,5.99,00:00.0,-1,0,0
256070,Truck Racer,game,9.99,00:00.0,-1,0,1
269350,Montas,game,9.99,00:00.0,-1,0,0
239120,FINAL FANTASY III,game,15.99,00:00.0,68,10,0
4470,Silverfall: Earth Awakening,game,9.99,00:00.0,-1,0,1
291290,Motte Island,game,4.99,00:00.0,-1,0,0
233530,Wake,game,4.99,00:00.0,-1,0,0
296220,Farm Frenzy 4,game,6.99,00:00.0,-1,0,0
296850,Al Emmo and the Lost Dutchman's Mine,game,9.99,00:00.0,77,0,0
19830,Tom Clancy's Rainbow Six® 3 Gold,game,9.99,00:00.0,85,0,1
11390,Crash Time 2,game,9.99,00:00.0,-1,0,0
45750,Lost Planet® 2,game,19.99,00:00.0,63,0,1
56400,"Warhammer 40,000: Dawn of War II: Retribution",game,29.99,00:00.0,-1,17,1
246720,Wayward Manor,game,6.99,00:00.0,41,0,0
257670,Elder Sign: Omens,game,14.99,00:00.0,-1,0,0
299340,Habitat,game,14.99,00:00.0,-1,0,0
209120,Street Fighter X Tekken,game,29.99,00:00.0,79,0,1
288650,HTR+ Slot Car Simulation,game,6.99,00:00.0,-1,0,0
244710,Shelter,game,9.99,00:00.0,69,0,0
249950,Forge Quest,game,14.99,00:00.0,-1,0,1
267730,Ground Pounders,game,12.99,00:00.0,-1,0,1
257990,Oozi: Earth Adventure,game,4.99,00:00.0,66,0,0
3500,Mystery P.I.™ - The Lottery Ticket,game,4.99,00:00.0,-1,0,0
207750,Symphony,game,8.99,00:00.0,75,0,0
226840,Age of Wonders III,game,29.99,00:00.0,80,0,1
214570,ETHER VAPOR Remaster,game,7.99,00:00.0,-1,0,0
247910,Sniper Elite: Nazi Zombie Army 2,game,14.99,00:00.0,53,0,0
11340,Larva Mortus,game,4.99,00:00.0,64,0,0
36280,Super Granny Collection,game,14.99,00:00.0,-1,0,0
115100,Costume Quest,game,9.99,00:00.0,-1,0,0
230190,War for the Overworld,game,29.99,00:00.0,65,0,1
38830,CrimeCraft: GangWars,game,0,00:00.0,68,0,1
270570,Reversion - The Escape (1st Chapter),game,0.99,00:00.0,-1,0,0
268540,The Whispered World Special Edition,game,49.99,00:00.0,-1,0,0
244830,Wing IDE 5,game,79.99,00:00.0,-1,0,0
283880,Heroine's Quest: The Herald of Ragnarok,game,0,00:00.0,-1,0,0
270010,Time Rifters,game,9.99,00:00.0,-1,0,0
249610,Galactic Arms Race,game,2.99,00:00.0,-1,0,1
231330,Deadfall Adventures,game,19.99,00:00.0,53,0,1
55230,Saints Row: The Third,game,14.99,00:00.0,84,17,0
225320,Tomb Raider III,game,6.99,00:00.0,-1,13,0
13530,Prince of Persia: The Two Thrones™,game,9.99,00:00.0,85,17,0
3580,The Wizard's Pen™,game,4.99,00:00.0,-1,0,0
20570,"Warhammer® 40,000: Dawn of War® II Chaos Rising",game,19.99,00:00.0,85,17,1
209850,Highborn,game,9.99,00:00.0,-1,0,0
312300,Heroes Rise: HeroFall,game,3.99,00:00.0,-1,0,0
206420,Saints Row IV,game,14.99,00:00.0,86,17,0
3980,CivCity: Rome,game,9.99,00:00.0,67,0,0
244030,Take On Mars,game,21.99,00:00.0,-1,0,1
296650,The Great Jitters: Pudding Panic,game,6.99,00:00.0,-1,0,0
219740,Don't Starve,game,14.99,00:00.0,79,0,0
97000,Solar 2,game,9.99,00:00.0,72,0,0
264520,Moebius: Empire Rising,game,14.99,00:00.0,54,0,0
200550,Dungeons - The Dark Lord,game,19.99,00:00.0,72,17,1
204760,Deep Black: Reloaded,game,29.99,00:00.0,39,0,1
7530,Two Worlds II Castle Defense,game,9.99,00:00.0,-1,0,0
202070,Choplifter HD,game,9.99,00:00.0,65,0,0
202200,Galactic Civilizations® II: Ultimate Edition,game,19.99,00:00.0,92,0,0
40800,Super Meat Boy,game,14.99,00:00.0,87,0,0
24200,DC Universe™ Online,game,0,00:00.0,72,0,1
233630,Ascend: Hand of Kul,game,0,00:00.0,-1,17,1
291370,Undead Overlord,game,14.99,00:00.0,-1,0,0
314120,Frayed Knights: The Skull of S'makh-Daon,game,11.99,00:00.0,-1,0,0
61520,Age of Wonders Shadow Magic,game,9.99,00:00.0,82,0,1
37380,Valerie Porter and the Scarlet Scandal™,game,6.99,00:00.0,-1,0,0
306620,Frontline : Road to Moscow,game,9.99,00:00.0,-1,0,0
266110,Tower of Guns,game,14.99,00:00.0,76,0,0
20820,Shatter,game,9.99,00:00.0,84,0,0
289240,Perimeter: Emperor's Testament,game,3.99,00:00.0,72,0,1
202710,Demigod,game,9.99,00:00.0,76,0,1
11050,Dracula Origin,game,9.99,00:00.0,70,0,0
218640,Lucius,game,9.99,00:00.0,59,18,0
238320,Outlast,game,19.99,00:00.0,80,0,0
237740,Angry Video Game Nerd Adventures,game,9.99,00:00.0,77,0,0
278850,Spaceforce Homeworld,game,4.99,00:00.0,-1,0,0
55020,Air Forte,game,9.99,00:00.0,-1,0,1
26800,Braid,game,14.99,00:00.0,90,0,0
41400,Doom Rails,game,2.99,00:00.0,-1,0,1
8140,Tomb Raider: Underworld,game,8.99,00:00.0,80,0,0
211580,Wanderlust: Rebirth,game,7.99,00:00.0,-1,0,1
237930,Transistor,game,19.99,00:00.0,83,0,0
15140,Petz® Dogz® 2,game,9.99,00:00.0,-1,0,0
204560,Confrontation,game,19.99,00:00.0,51,0,1
2300,DOOM II,game,4.99,00:00.0,83,0,1
10150,Prototype™,game,19.99,00:00.0,79,17,0
111010,The Clockwork Man: The Hidden World,game,9.99,00:00.0,-1,0,0
32610,Delta Force Xtreme 2,game,19.99,00:00.0,-1,0,1
298480,Victory At Sea,game,24.99,00:00.0,-1,0,0
249130,LEGO® Marvel™ Super Heroes,game,19.99,00:00.0,78,0,0
7110,Jade Empire™: Special Edition,game,14.99,00:00.0,81,0,0
251530,Anomaly Korea,game,4.99,00:00.0,-1,0,0
8330,Telltale Texas Hold ‘Em,game,2.99,00:00.0,-1,0,0
70000,Dino D-Day,game,9.99,00:00.0,53,0,1
291270,Vitrum,game,4.99,00:00.0,-1,0,0
222660,Retro/Grade,game,9.99,00:00.0,-1,0,0
246840,FATE,game,7.99,00:00.0,80,0,0
11250,Pacific Storm,game,7.99,00:00.0,67,0,1
286460,Black Mirror II,game,9.99,00:00.0,71,0,0
27810,Gridrunner Revolution,game,9.99,00:00.0,-1,0,0
312970,My Ex-Boyfriend the Space Tyrant,game,14.99,00:00.0,-1,0,0
13000,Ninja Reflex: Steamworks Edition,game,4.99,00:00.0,57,0,1
207370,eXceed - Gun Bullet Children,game,2.99,00:00.0,-1,0,0
287580,Pandora: First Contact,game,29.99,00:00.0,-1,0,1
278910,Interplanetary,game,14.99,00:00.0,-1,0,1
63940,Men of War: Vietnam,game,7.99,00:00.0,68,0,1
280680,Krita Gemini,game,49.99,00:00.0,-1,0,0
304670,Aeon Command,game,2.99,00:00.0,-1,0,1
266090,Starlite: Astronaut Rescue - Developed in Collaboration with NASA,game,2.99,00:00.0,-1,0,0
235720,Cubetractor,game,9.99,00:00.0,75,0,0
61220,Battle: Los Angeles,game,9.99,00:00.0,38,0,0
297760,Qvadriga,game,19.99,00:00.0,72,0,0
261740,Humans Must Answer,game,5.99,00:00.0,55,0,0
284950,Pixel Puzzles: Japan,game,6.99,00:00.0,-1,0,0
22000,World of Goo,game,9.99,00:00.0,90,0,0
227380,Dragon's Lair,game,9.99,00:00.0,-1,0,0
99400,Garshasp: The Monster Slayer,game,4.99,00:00.0,49,0,0
3490,Venice Deluxe,game,4.99,00:00.0,-1,0,0
273500,Over 9000 Zombies!,game,9.99,00:00.0,-1,0,0
200940,Sonic CD,game,4.99,00:00.0,-1,0,0
303880,Triblaster,game,2.99,00:00.0,-1,0,0
20920,The Witcher 2: Assassins of Kings Enhanced Edition,game,19.99,00:00.0,88,17,0
2900,688(I) Hunter/Killer,game,9.99,00:00.0,-1,0,1
207140,SpeedRunners,game,14.99,00:00.0,-1,0,1
260250,Blood of the Werewolf,game,1.99,00:00.0,65,0,0
4520,Full Spectrum Warrior,game,9.99,00:00.0,80,0,1
291710,The Lost Crown,game,9.99,00:00.0,71,0,0
22610,Alien Breed: Impact,game,9.99,00:00.0,64,0,0
236930,Blackwell Epiphany,game,9.99,00:00.0,-1,0,0
240320,Panzar,game,0,00:00.0,-1,0,1
281820,Explodemon,game,8.99,00:00.0,-1,0,0
223000,7 Wonders: Ancient Alien Makeover,game,9.99,00:00.0,-1,0,0
302490,Ballad of Solar,game,6.99,00:00.0,-1,0,0
35720,Trine 2: Complete Story,game,19.99,00:00.0,84,0,1
4540,Titan Quest,game,14.99,00:00.0,77,0,1
262120,Toy Soldiers: Complete,game,14.99,00:00.0,-1,0,1
1520,DEFCON,game,9.99,00:00.0,84,0,1
219070,Miner Wars Arena,game,4.99,00:00.0,-1,0,0
34640,Massive Assault: Phantom Renaissance,game,9.99,00:00.0,-1,0,0
203680,F1 RACE STARS™,game,14.99,00:00.0,62,0,1
24960,Battlefield: Bad Company™ 2,game,19.99,00:00.0,87,17,1
247580,Magicka: Wizards of the Square Tablet,game,4.99,00:00.0,-1,0,1
264380,Narcissu 1st & 2nd,game,0,00:00.0,-1,0,0
266330,Ethan: Meteor Hunter,game,9.99,00:00.0,-1,0,0
32340,LOOM™,game,5.99,00:00.0,-1,0,0
291550,Brawlhalla,game,0,00:00.0,-1,0,1
206500,AirMech®,game,0,00:00.0,-1,0,1
311060,Battle Mages: Sign of Darkness,game,4.99,00:00.0,-1,0,0
18500,Defense Grid: The Awakening,game,9.99,00:00.0,81,0,0
65530,SpellForce 2: Faith in Destiny,game,14.99,00:00.0,55,0,1
23490,Tropico 3 - Steam Special Edition,game,9.99,00:00.0,79,0,0
260570,Gray Matter,game,9.99,00:00.0,72,0,0
19020,Puzzle Chronicles,game,9.99,00:00.0,-1,0,1
206020,Avernum 4,game,4.99,00:00.0,-1,0,0
277230,MAGIX Audio Cleaning Lab 2014,game,0,00:00.0,-1,0,0
248820,Risk of Rain,game,9.99,00:00.0,77,0,1
222160,"Hamlet or the Last Game without MMORPG Features, Shaders ...",game,4.99,00:00.0,-1,0,0
70900,Star Ruler,game,14.99,00:00.0,-1,0,1
102600,Orcs Must Die!,game,9.99,00:00.0,83,0,0
214510,LEGO The Lord of the Rings,game,19.99,00:00.0,80,0,0
32140,Midnight Mysteries,game,9.99,00:00.0,-1,0,0
37100,Aztaka,game,9.99,00:00.0,-1,0,0
60350,Glowfish,game,9.99,00:00.0,-1,0,0
25990,Majesty Gold HD,game,9.99,00:00.0,-1,0,1
249050,Dungeon of the Endless™,game,11.99,00:00.0,79,0,1
17340,Crysis Warhead®,game,19.99,00:00.0,84,17,0
44690,GT Legends,game,7.99,00:00.0,84,0,1
31250,Sam & Max: The Devil’s Playhouse ,game,19.99,00:00.0,-1,0,0
293940,Kill The Bad Guy,game,9.99,00:00.0,-1,0,1
17440,SPORE™ Creepy & Cute Parts Pack,game,19.99,00:00.0,-1,0,0
276890,FATE: Undiscovered Realms,game,7.99,00:00.0,-1,0,0
284100,Unclaimed World,game,15.99,00:00.0,-1,0,0
7620,Railroad Tycoon II Platinum,game,4.99,00:00.0,89,0,0
107200,Space Pirates and Zombies,game,9.99,00:00.0,74,0,0
63900,Fantasy Wars,game,4.99,00:00.0,67,0,1
287070,Battle Academy,game,14.99,00:00.0,-1,0,1
263280,SPINTIRES™,game,29.99,00:00.0,67,0,1
16120,Plant Tycoon,game,9.99,00:00.0,-1,0,0
23600,Depths of Peril,game,9.99,00:00.0,79,0,0
226700,Infestation: Survivor Stories Classic,game,19.99,00:00.0,-1,17,1
48220,Might & Magic: Heroes VI,game,19.99,00:00.0,77,0,0
37390,Gemini Lost™,game,6.99,00:00.0,-1,0,0
21500,Pyroblazer®,game,4.99,00:00.0,-1,0,0
10460,The Club™,game,14.99,00:00.0,67,0,1
301970,Screencheat,game,14.99,00:00.0,71,0,1
276360,Riding Star,game,3.99,00:00.0,-1,0,0
200670,Disciples III - Resurrection,game,19.99,00:00.0,63,0,0
17430,Need for Speed Undercover,game,9.99,00:00.0,65,0,1
200490,Memento Mori,game,12.99,00:00.0,66,17,0
16060,Samantha Swift and the Golden Touch,game,9.99,00:00.0,-1,0,0
270750,Realms of Arkania 2 - Star Trail Classic,game,3.99,00:00.0,-1,0,0
31810,Nancy Drew®: Last Train to Blue Moon Canyon,game,6.99,00:00.0,77,0,0
91330,Iron Front: Digital War Edition,game,14.99,00:00.0,55,0,1
38000,Mahjong Quest Collection,game,9.99,00:00.0,-1,0,0
38120,Farm Frenzy,game,4.99,00:00.0,-1,0,0
240600,MotoGP™13,game,19.99,00:00.0,-1,0,1
7830,Men of War™,game,4.99,00:00.0,80,0,1
261720,Holy Avatar vs. Maidens of the Dead,game,9.99,00:00.0,-1,0,0
238260,Pinball Arcade,game,0,00:00.0,-1,0,1
115220,American Conquest: Fight Back,game,4.99,00:00.0,66,0,0
217860,Special Forces: Team X,game,9.99,00:00.0,48,18,1
278640,Terrian Saga: KR-17,game,4.99,00:00.0,83,0,0
15300,Tom Clancy's Ghost Recon®,game,9.99,00:00.0,80,17,0
219700,Dogs of War Online,game,0,00:00.0,-1,0,1
262770,Freedom Fall,game,9.99,00:00.0,-1,0,0
70660,Worms Pinball,game,7.99,00:00.0,-1,0,0
281350,US and THEM,game,9.99,00:00.0,-1,0,0
36200,Cake Mania Collection,game,14.99,00:00.0,-1,0,0
235800,Audiosurf 2,game,14.99,00:00.0,76,0,0
258950,Montague's Mount,game,9.99,00:00.0,39,0,0
228960,Skulls of the Shogun,game,9.99,00:00.0,72,0,1
31210,Tales of Monkey Island Complete Pack,game,19.99,00:00.0,79,0,0
296770,Real Boxing™,game,4.99,00:00.0,-1,0,1
65930,The Bureau: XCOM Declassified,game,19.99,00:00.0,66,17,0
15700,Oddworld: Abe's Oddysee®,game,2.99,00:00.0,-1,0,0
45770,Dead Rising 2: Off the Record,game,19.99,00:00.0,66,17,0
45300,Wings of Prey,game,9.99,00:00.0,78,0,0
307270,Super Lemonade Factory,game,4.99,00:00.0,-1,0,0
227680,StarForge,game,9.99,00:00.0,-1,0,1
211900,Conquest of Elysium 3,game,9.99,00:00.0,-1,0,1
263020,STARWHAL,game,11.99,00:00.0,-1,0,0
258890,Type:Rider,game,4.99,00:00.0,-1,0,0
254460,Obscure,game,6.99,00:00.0,63,0,0
286440,Rover Rescue,game,4.99,00:00.0,-1,0,0
300320,The Few,game,7.99,00:00.0,-1,0,0
268220,Meltdown,game,6.99,00:00.0,-1,0,1
7840,Death Track®: Resurrection,game,2.99,00:00.0,53,0,0
262550,Gunman Clive,game,1.99,00:00.0,-1,0,0
39500,Gothic® 3,game,9.99,00:00.0,63,0,0
47000,4 Elements,game,3.99,00:00.0,-1,0,0
273600,Descent: FreeSpace – The Great War,game,5.99,00:00.0,-1,0,1
15380,Heroes of Might & Magic V: Hammers of Fate,game,9.99,00:00.0,66,0,0
6850,Hitman 2: Silent Assassin,game,6.99,00:00.0,87,0,0
219600,NBA2K13,game,29.99,00:00.0,90,0,0
203750,Binary Domain,game,14.99,00:00.0,68,0,1
47540,Puzzle Quest 2,game,9.99,00:00.0,83,0,1
224980,Tomb Raider IV: The Last Revelation,game,6.99,00:00.0,-1,13,0
269230,Aces Wild: Manic Brawling Action!,game,9.99,00:00.0,-1,0,0
8980,Borderlands,game,19.99,00:00.0,81,17,1
228760,TrackMania² Canyon,game,19.99,00:00.0,81,0,1
223850,3DMark,game,24.99,00:00.0,-1,0,0
252910,Skyscraper Simulator,game,4.99,00:00.0,-1,0,0
98300,Toy Soldiers,game,9.99,00:00.0,71,0,0
215390,Damage Inc. Pacific Squadron WWII,game,39.99,00:00.0,-1,0,1
237350,Frozen Cortex,game,24.99,00:00.0,79,0,1
210950,Rune Classic,game,9.99,00:00.0,-1,0,1
233840,Worms Clan Wars,game,24.99,00:00.0,73,0,1
208200,Doom 3: BFG Edition,game,19.99,00:00.0,-1,17,1
263320,Saturday Morning RPG,game,6.99,00:00.0,-1,0,0
65080,Kaptain Brawe: A Brawe New World,game,6.99,00:00.0,69,0,0
42160,War of the Roses,game,0,00:00.0,73,0,1
37210,Chocolatier®: Decadence by Design™,game,9.99,00:00.0,-1,0,0
21600,Age of Booty™,game,0,00:00.0,-1,0,0
21300,Gravitron 2,game,4.99,00:00.0,-1,0,0
234710,Poker Night 2,game,4.99,00:00.0,75,17,0
286140,Eidolon,game,15,00:00.0,64,0,0
290260,Sokobond,game,9.99,00:00.0,82,0,0
200170,Worms Revolution,game,14.99,00:00.0,73,0,1
44310,F1 2010™,game,9.99,00:00.0,84,0,1
294570,Freddi Fish 5: The Case of the Creature of Coral Cove,game,6.99,00:00.0,-1,0,0
65400,Archon Classic,game,9.99,00:00.0,-1,0,1
302390,Necronomicon: The Dawning of Darkness,game,4.99,00:00.0,-1,0,0
289260,Dreamscapes: The Sandman - Premium Edition,game,6.99,00:00.0,-1,0,0
440,Team Fortress 2,game,0,00:00.0,92,0,1
58560,Runaway: A Twist of Fate,game,9.99,00:00.0,79,0,0
261350,Steam Bandits: Outpost,game,19.99,00:00.0,-1,0,1
33530,Tropico Reloaded,game,6.99,00:00.0,-1,0,0
255420,Magic 2015 - Duels of the Planeswalkers,game,9.99,00:00.0,60,0,1
36910,All Aspect Warfare,game,9.99,00:00.0,-1,0,1
96900,Slam Bolt Scrappers,game,9.99,00:00.0,-1,0,0
292910,Deponia: The Complete Journey,game,39.99,00:00.0,-1,0,0
301540,Rhythm Destruction,game,4.99,00:00.0,-1,0,0
31860,Nancy Drew®: Legend of the Crystal Skull,game,6.99,00:00.0,79,0,0
295850,Vlad the Impaler,game,0.99,00:00.0,-1,0,0
238630,Fist Puncher,game,9.99,00:00.0,73,0,0
288470,Fable Anniversary,game,34.99,00:00.0,-1,0,0
256410,Might & Magic: Duel of Champions,game,0,00:00.0,84,0,1
17390,SPORE™,game,19.99,00:00.0,84,0,0
221540,DG2: Defense Grid 2,game,14.99,00:00.0,81,0,1
253920,Gorky 17,game,4.99,00:00.0,-1,17,0
55110,Red Faction®: Armageddon™,game,19.99,00:00.0,75,17,0
32510,LEGO® Star Wars™ III - The Clone Wars™,game,19.99,00:00.0,76,0,0
21110,F.E.A.R.,game,9.99,00:00.0,88,17,0
22670,Alien Breed 3: Descent,game,9.99,00:00.0,64,0,0
15800,Planet Busters,game,9.99,00:00.0,-1,0,0
41600,Earthworm Jim 3D,game,19.99,00:00.0,-1,0,0
296950,Subject 9,game,7.99,00:00.0,-1,0,0
225600,Blade Symphony,game,9.99,00:00.0,72,0,1
277870,Diehard Dungeon,game,4.99,00:00.0,-1,0,0
8000,Tomb Raider: Anniversary,game,8.99,00:00.0,83,0,0
32370,STAR WARS™ - Knights of the Old Republic™,game,9.99,00:00.0,93,0,0
32120,Chainz 2: Relinked,game,9.99,00:00.0,-1,0,0
278810,LA Cops,game,14.99,00:00.0,45,0,0
204300,Awesomenauts,game,9.99,00:00.0,78,0,1
38110,Build-A-Lot 4: Power Source,game,9.99,00:00.0,-1,0,0
71260,Space Channel 5: Part 2,game,7.99,00:00.0,-1,0,1
70400,Recettear: An Item Shop's Tale,game,19.99,00:00.0,82,0,0
208460,Tryst,game,14.99,00:00.0,50,0,1
42230,Nancy Drew: Trail of the Twister,game,6.99,00:00.0,-1,0,0
286660,Avoid - Sensory Overload,game,4.99,00:00.0,-1,0,0
290320,Project Temporality,game,14.99,00:00.0,-1,0,0
286480,Black Mirror III,game,9.99,00:00.0,75,0,0
236090,Dust: An Elysian Tail,game,14.99,00:00.0,-1,0,0
314320,GamersGoMakers,game,9.99,00:00.0,-1,0,0
31930,Nancy Drew®: The White Wolf of Icicle Creek,game,6.99,00:00.0,73,0,0
216910,Of Orcs And Men,game,29.99,00:00.0,69,0,0
284870,9 Clues: The Secret of Serpent Creek,game,9.99,00:00.0,-1,0,0
227760,March of the Eagles,game,19.99,00:00.0,71,0,1
220660,StarDrive,game,29.99,00:00.0,61,0,0
72000,Closure,game,9.99,00:00.0,78,0,0
280720,Imagine Earth,game,19.99,00:00.0,-1,0,0
360,Half-Life Deathmatch: Source,game,9.99,00:00.0,-1,0,1
63700,BIT.TRIP BEAT,game,9.99,00:00.0,-1,0,0
36160,Westward Collection,game,14.99,00:00.0,-1,0,0
39900,Coniclysm,game,4.99,00:00.0,-1,0,0
299440,Rooks Keep,game,7.99,00:00.0,-1,0,1
12470,Port Royale 2,game,4.99,00:00.0,75,0,0
40930,The Misadventures of P.B. Winterbottom,game,4.99,00:00.0,79,0,0
60340,Luxor: 5th Passage,game,9.99,00:00.0,-1,0,0
92000,Hydrophobia: Prophecy,game,4.99,00:00.0,64,17,0
280790,Creativerse,game,0,00:00.0,-1,0,1
294660,Putt-Putt® Saves the Zoo,game,6.99,00:00.0,-1,0,0
233720,Surgeon Simulator 2013,game,9.99,00:00.0,71,0,0
246740,Huntsman: The Orphanage (Halloween Edition),game,9.99,00:00.0,-1,0,0
209670,Cortex Command,game,19.99,00:00.0,44,0,0
29800,Caster,game,1.99,00:00.0,-1,0,0
8100,Conflict: Denied Ops,game,5.99,00:00.0,58,17,0
7770,X-COM: Enforcer,game,4.99,00:00.0,65,0,1
302330,Tex Murphy: Mean Streets,game,5.99,00:00.0,-1,0,0
253710,theHunter,game,0,00:00.0,-1,0,1
235660,Eador: Genesis,game,5.99,00:00.0,-1,0,0
12110,Grand Theft Auto: Vice City,game,9.99,00:00.0,94,17,0
289360,Konung 2,game,2.99,00:00.0,-1,0,0
315260,Space Hack,game,4.99,00:00.0,63,0,0
218510,Planets Under Attack,game,9.99,00:00.0,-1,0,1
277590,Assassin's Creed Freedom Cry,game,14.99,00:00.0,-1,18,0
257830,Violett Remastered,game,9.99,00:00.0,61,0,0
301990,School Bus Fun,game,5.99,00:00.0,-1,0,0
24480,King Arthur II: The Role-Playing Wargame,game,9.99,00:00.0,66,0,0
70110,Hacker Evolution: Untold,game,9.99,00:00.0,-1,0,0
63620,Cosmic Osmo and the Worlds Beyond the Mackerel,game,5.99,00:00.0,-1,0,0
243040,Startopia,game,6.99,00:00.0,86,13,0
43110,Metro 2033,game,14.99,00:00.0,81,0,0
