appid,Title,Type,Price,Release_Date,Rating,Required_Age,Is_Multiplayer
12640,Drakensang,game,9.99,00:00.0,75,0,0
223710,Cry of Fear,game,0,00:00.0,-1,0,0
40320,Rush for Berlin Gold,game,4.99,00:00.0,76,0,1
42670,Singularity™,game,29.99,00:00.0,76,0,1
63650,URU: Complete Chronicles,game,9.99,00:00.0,-1,0,0
2210,Quake IV,game,19.99,00:00.0,81,17,1
288500,Black Rainbow,game,6.99,00:00.0,-1,0,0
251470,TowerFall Ascension,game,14.99,00:00.0,87,0,0
12200,Bully: Scholarship Edition,game,14.99,00:00.0,72,0,0
249630,Delver,game,7.99,00:00.0,-1,0,0
36170,Westward Collection,game,14.99,00:00.0,-1,0,0
259740,Nightmares from the Deep: The Cursed Heart,game,9.99,00:00.0,-1,0,0
220420,Nancy Drew: The Deadly Device,game,19.99,00:00.0,-1,0,0
15970,Luxor,game,9.99,00:00.0,-1,0,0
275830,7 Wonders: Magical Mystery Tour,game,6.99,00:00.0,-1,0,0
255500,Entropy,game,19.99,00:00.0,-1,0,1
24980,Mass Effect 2,game,19.99,00:00.0,94,17,0
25010,Lugaru HD,game,9.99,00:00.0,-1,0,0
277490,Battle Group 2,game,7.99,00:00.0,-1,0,0
63660,Myst: Masterpiece Edition,game,5.99,00:00.0,-1,0,0
279990,Bridge Constructor Playground,game,9.99,00:00.0,-1,0,0
264580,Lost Civilization,game,4.99,00:00.0,-1,0,0
243470,Watch_Dogs™,game,29.99,00:00.0,77,17,1
3730,Aliens versus Predator Classic 2000,game,4.99,00:00.0,-1,17,1
293860,White Noise Online,game,5.99,00:00.0,-1,0,1
218740,Pid,game,9.99,00:00.0,63,0,0
32420,STAR WARS™ The Clone Wars™ - Republic Heroes™,game,19.99,00:00.0,46,0,0
47920,Shift 2 Unleashed,game,19.99,00:00.0,84,0,1
34870,Sniper: Ghost Warrior 2,game,19.99,00:00.0,52,17,1
280540,GhostControl Inc.,game,14.99,00:00.0,-1,0,0
233740,Organ Trail: Director's Cut,game,4.99,00:00.0,-1,0,0
265930,Goat Simulator,game,9.99,00:00.0,62,0,0
280910,T.E.C. 3001,game,3.99,00:00.0,-1,0,1
12770,Rise of the Argonauts,game,9.99,00:00.0,59,17,0
3540,Peggle™ Nights,game,4.99,00:00.0,76,0,0
287120,Ionball 2: Ionstorm,game,4.99,00:00.0,70,0,0
17450,Dragon Age: Origins,game,19.99,00:00.0,91,17,0
204530,Infested Planet,game,14.99,00:00.0,75,0,0
280830,Foosball - Street Edition,game,4.99,00:00.0,-1,0,0
110610,Alien Zombie Megadeath,game,4.99,00:00.0,-1,0,0
297740,Overruled!,game,12.99,00:00.0,-1,0,1
2550,RIP - Trilogy™,game,4.99,00:00.0,-1,0,1
63000,HOARD,game,9.99,00:00.0,65,0,1
222980,Dead Pixels,game,2.99,00:00.0,-1,0,0
267610,Woodcutter Simulator 2013,game,9.99,00:00.0,-1,0,1
298180,The Desolate Hope,game,0,00:00.0,-1,0,0
290040,Retro Game Crunch,game,9.99,00:00.0,-1,0,0
1690,Space Empires V,game,14.99,00:00.0,68,0,1
250340,Blockland,game,9.99,00:00.0,-1,0,1
292160,UFO: Aftermath,game,3.99,00:00.0,-1,0,0
230310,Akaneiro: Demon Hunters,game,0,00:00.0,53,0,0
231140,Cities XL Platinum,game,19.99,00:00.0,-1,0,0
4900,Zen of Sudoku,game,4.99,00:00.0,-1,0,0
237870,Planet Explorers,game,24.99,00:00.0,-1,0,1
108500,Vessel,game,19.99,00:00.0,81,0,0
95000,Super Splatters,game,9.99,00:00.0,-1,0,0
247430,Hitman: Contracts,game,6.99,00:00.0,-1,17,0
218860,Cabela's® Dangerous Hunts 2013,game,29.99,00:00.0,-1,0,0
307980,Cricket Captain 2014,game,12.99,00:00.0,-1,0,1
272330,Shadow Blade: Reload,game,14.99,00:00.0,70,0,0
13570,Tom Clancy's Splinter Cell Chaos Theory®,game,9.99,00:00.0,92,0,1
27600,Mevo and The Grooveriders,game,9.99,00:00.0,-1,0,0
248650,Draw a Stickman: EPIC,game,3.99,00:00.0,-1,0,0
15540,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),game,9.99,00:00.0,-1,0,0
263040,Bot Colony,game,9.99,00:00.0,-1,0,0
305280,Cakewalk Loop Manager,game,0,00:00.0,-1,0,0
20550,Red Faction II,game,9.99,00:00.0,64,0,0
277270,Return to Mysterious Island 2,game,7.99,00:00.0,-1,0,0
21760,World In Conflict,game,9.99,00:00.0,89,0,1
266170,Windforge,game,9.99,00:00.0,53,0,0
246700,Strike Vector,game,11.99,00:00.0,73,0,1
104700,Super MNC,game,0,00:00.0,76,0,1
294670,Putt-Putt® Travels Through Time,game,6.99,00:00.0,-1,0,0
274310,Always Sometimes Monsters,game,9.99,00:00.0,73,0,0
238010,Deus Ex: Human Revolution - Director's Cut,game,19.99,00:00.0,91,17,0
269790,DreadOut,game,14.99,00:00.0,55,0,0
234530,War of the Vikings,game,24.99,00:00.0,62,0,1
130,Half-Life: Blue Shift,game,4.99,00:00.0,71,0,0
19810,The Sum of All Fears,game,9.99,00:00.0,72,0,1
283330,Desert Thunder,game,9.99,00:00.0,-1,0,0
208400,Avernum: Escape From the Pit,game,9.99,00:00.0,76,0,0
204240,The Bridge,game,9.99,00:00.0,74,0,0
250460,Bridge Constructor,game,9.99,00:00.0,-1,0,0
294280,Scooby Doo! & Looney Tunes Cartoon Universe: Adventure,game,19.99,00:00.0,-1,0,0
9870,Ghostbusters: The Videogame,game,9.99,00:00.0,74,0,0
207570,English Country Tune,game,4.99,00:00.0,-1,0,0
277630,Panzer Tactics HD,game,9.99,00:00.0,69,0,0
263980,Out There Somewhere,game,1.99,00:00.0,-1,0,0
200910,Before the Echo,game,4.99,00:00.0,70,0,0
3310,Chuzzle Deluxe,game,4.99,00:00.0,-1,0,0
236490,Hexodius,game,9.99,00:00.0,47,0,0
91900,Post Apocalyptic Mayhem,game,9.99,00:00.0,44,0,1
38230,Hotel Giant 2,game,7.99,00:00.0,58,0,0
236290,Cranky Cat,game,2.99,00:00.0,-1,0,0
231720,Bad Hotel,game,4.99,00:00.0,-1,0,0
258240,Tank Operations: European Campaign,game,9.99,00:00.0,-1,0,0
80330,The Blackwell Legacy,game,4.99,00:00.0,80,0,0
40340,Secret Files 2: Puritas Cordis,game,9.99,00:00.0,64,0,0
206210,Gotham City Impostors Free to Play,game,0,00:00.0,-1,0,1
292620,Pressured,game,2.99,00:00.0,-1,0,0
251510,Constant C,game,9.99,00:00.0,60,0,0
254480,Obscure II (Obscure: The Aftermath),game,9.99,00:00.0,59,0,0
208140,Endless Space® - Emperor Edition,game,29.99,00:00.0,77,0,1
6900,Hitman: Codename 47,game,6.99,00:00.0,73,17,0
98800,Dungeons of Dredmor,game,4.99,00:00.0,79,0,0
245170,Skullgirls,game,9.99,00:00.0,83,0,1
251430,The Inner World,game,14.99,00:00.0,72,0,0
284160,BeamNG.drive,game,24.99,00:00.0,-1,0,0
48240,Anno 2070™,game,19.99,00:00.0,83,0,1
46350,Real Warfare 1242,game,4.99,00:00.0,-1,0,0
224220,Pressure,game,7.99,00:00.0,64,0,1
224940,Legacy of Kain: Soul Reaver 2,game,6.99,00:00.0,77,17,0
207350,Ys Origin,game,19.99,00:00.0,76,0,0
15520,AaAaAA!!! - A Reckless Disregard for Gravity,game,9.99,00:00.0,81,0,0
302240,Chernobyl Commando,game,9.99,00:00.0,-1,0,0
259170,Alone in the Dark,game,9.99,00:00.0,55,17,0
251910,Solar Flux,game,9.99,00:00.0,-1,0,0
26000,The Maw,game,9.99,00:00.0,75,0,0
107310,Cthulhu Saves the World,game,2.99,00:00.0,78,0,0
244430,realMyst: Masterpiece Edition,game,17.99,00:00.0,-1,0,0
22380,Fallout: New Vegas,game,9.99,00:00.0,84,16,0
222880,Insurgency,game,14.99,00:00.0,74,0,1
209330,A Valley Without Wind,game,14.99,00:00.0,54,0,1
274900,Murder Miners,game,1.99,00:00.0,-1,0,1
241600,Rogue Legacy,game,14.99,00:00.0,85,0,0
46740,World Basketball Manager 2010,game,4.99,00:00.0,-1,0,0
283920,Putt-Putt® Joins the Parade,game,6.99,00:00.0,-1,0,0
3020,Call of Juarez™,game,9.99,00:00.0,72,17,1
297810,Landmark,game,0,00:00.0,-1,0,1
33100,Alien Shooter,game,4.99,00:00.0,-1,0,0
245050,SpellForce 2 - Demons of the Past,game,19.99,00:00.0,-1,0,1
275290,Graviteam Tactics: Operation Star,game,29.99,00:00.0,-1,0,0
287340,Colin McRae Rally,game,6.99,00:00.0,-1,0,0
308460,War in a Box: Paper Tanks,game,4.99,00:00.0,-1,0,0
253790,rymdkapsel,game,7.99,00:00.0,77,0,0
235070,Bad Bots,game,4.99,00:00.0,49,0,0
248970,Vector,game,6.99,00:00.0,-1,0,0
218130,Dungeonland,game,0,00:00.0,67,0,1
290710,Cloud Chamber,game,19.99,00:00.0,74,0,1
248730,A Walk in the Dark,game,6.99,00:00.0,67,0,0
208580,STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,game,9.99,00:00.0,85,0,0
270170,Depression Quest,game,0,00:00.0,-1,0,0
238870,Citadels,game,14.99,00:00.0,20,0,0
37960,Jewel Quest Pack,game,19.99,00:00.0,-1,0,0
11610,Dragon Nest,game,0,00:00.0,-1,0,1
46520,Wasteland Angel,game,9.99,00:00.0,-1,0,0
210770,Sanctum 2,game,14.99,00:00.0,77,0,1
274520,Darkwood,game,14.99,00:00.0,-1,0,0
238890,Skyward Collapse,game,4.99,00:00.0,64,0,1
201700,DiRT Showdown,game,14.99,00:00.0,72,0,1
20530,Red Faction,game,9.99,00:00.0,78,0,1
97100,Section 8®: Prejudice™,game,9.99,00:00.0,77,0,0
231910,Leisure Suit Larry in the Land of the Lounge Lizards: Reloaded,game,19.99,00:00.0,-1,0,0
104900,ORION: Prelude,game,0.99,00:00.0,-1,0,1
42930,Elven Legacy: Magic,game,1.99,00:00.0,-1,0,1
232810,Godus,game,0,00:00.0,-1,0,0
20710,Mr. Robot,game,9.99,00:00.0,83,0,0
209360,All Zombies Must Die!: Scorepocalypse ,game,4.99,00:00.0,-1,0,0
257510,The Talos Principle,game,39.99,00:00.0,85,0,0
3920,Sid Meier's Pirates!,game,9.99,00:00.0,88,0,0
235600,Tom Clancy’s Splinter Cell Blacklist,game,29.99,00:00.0,-1,0,1
31170,Tales of Monkey Island Complete Pack,game,19.99,00:00.0,79,0,0
109500,Fowl Space,game,4.99,00:00.0,-1,0,0
307640,Stick RPG 2: Director's Cut,game,19.99,00:00.0,-1,0,0
277460,Praetorians,game,4.99,00:00.0,78,0,1
294790,Haegemonia: The Solon Heritage,game,4.99,00:00.0,-1,0,1
27020,The Graveyard,game,4.99,00:00.0,-1,0,0
99910,Puzzle Pirates,game,0,00:00.0,-1,0,1
18120,Unstoppable Gorg,game,9.99,00:00.0,73,0,0
280320,Adventurer Manager,game,4.99,00:00.0,-1,0,0
16200,Virtual Families,game,9.99,00:00.0,-1,0,0
277540,Tales From The Dragon Mountain: The Strix,game,4.99,00:00.0,-1,0,0
223470,POSTAL 2,game,9.99,00:00.0,59,18,0
288750,Hotel Collectors Edition,game,6.99,00:00.0,-1,0,0
242940,Anachronox,game,6.99,00:00.0,77,13,0
239410,Catan: Creator's Edition,game,16.99,00:00.0,-1,0,0
254590,Theme Park Studio,game,29.99,00:00.0,-1,0,0
11200,Shadowgrounds Survivor,game,9.99,00:00.0,79,17,0
294460,Fenix Rage,game,14.99,00:00.0,75,0,0
213350,MDK2 HD,game,14.99,00:00.0,73,0,0
46000,Bob Came in Pieces,game,6.99,00:00.0,73,0,0
18020,"Precipice of Darkness, Episode Two",game,7.99,00:00.0,-1,17,0
48700,Mount & Blade: Warband,game,19.99,00:00.0,78,0,1
306660,Ultimate General: Gettysburg,game,14.99,00:00.0,84,0,1
285010,Pixel Puzzles: UndeadZ,game,6.99,00:00.0,-1,0,0
39660,The Guild II - Pirates of the European Seas,game,9.99,00:00.0,63,0,0
252670,Nihilumbra,game,7.99,00:00.0,75,0,0
242550,Rayman® Legends,game,29.99,00:00.0,89,0,0
293740,Road Not Taken,game,14.99,00:00.0,75,0,0
24670,Trainz™ Simulator 12,game,29.99,00:00.0,-1,0,1
212050,Resonance,game,9.99,00:00.0,76,0,0
227480,God Mode,game,9.99,00:00.0,58,17,1
260380,Ninja Cats vs Samurai Dogs,game,4.99,00:00.0,-1,0,0
239200,Amnesia: A Machine for Pigs,game,19.99,00:00.0,72,0,0
70600,Worms Ultimate Mayhem,game,14.99,00:00.0,66,0,1
32660,Delta Force: Xtreme,game,19.99,00:00.0,65,0,1
15740,Oddworld: Munch's Oddysee,game,4.99,00:00.0,-1,0,0
239160,Thief,game,29.99,00:00.0,70,17,0
303840,Point Perfect,game,4.99,00:00.0,-1,0,0
38740,EDGE,game,7.99,00:00.0,74,0,0
211740,Thief™ II: The Metal Age,game,6.99,00:00.0,87,17,0
235250,Super Sanctum TD,game,3.99,00:00.0,-1,0,0
219760,Beyond Divinity,game,5.99,00:00.0,73,0,0
244630,NEOTOKYO,game,0,00:00.0,-1,0,1
299500,International Snooker,game,12.99,00:00.0,-1,0,1
248550,Megabyte Punch,game,14.99,00:00.0,69,0,0
49900,Plain Sight,game,4.99,00:00.0,76,0,1
105800,PixelJunk™ Eden,game,9.99,00:00.0,81,0,0
293460,I Shall Remain,game,9.99,00:00.0,-1,0,0
276730,Tango Fiesta,game,12.99,00:00.0,-1,0,1
252210,Dungeon Dashers,game,9.99,00:00.0,-1,0,0
246620,Plague Inc: Evolved,game,14.99,00:00.0,-1,0,1
33210,Dawn of Discovery™,game,9.99,00:00.0,82,0,0
15400,Harvest: Massive Encounter,game,7.99,00:00.0,-1,0,0
223630,AirBuccaneers,game,0,00:00.0,74,0,1
242880,"Sir, You Are Being Hunted",game,19.99,00:00.0,63,0,1
272990,GAUGE,game,3.99,00:00.0,-1,0,0
303940,CAPSULE,game,4.99,00:00.0,-1,0,0
223670,F1 2013,game,24.99,00:00.0,77,0,1
209690,Fieldrunners,game,4.99,00:00.0,-1,0,0
57620,Patrician IV - Steam Special Edition,game,19.99,00:00.0,66,0,0
306200,The Happy Hereafter,game,3.99,00:00.0,-1,0,0
297290,Detective Case and Clown Bot in: Murder in the Hotel Lisbon,game,5.99,00:00.0,-1,0,0
291640,Mirror Mysteries 2,game,4.99,00:00.0,-1,0,0
218820,Mercenary Kings,game,19.99,00:00.0,76,12,1
252530,OMSI 2: Steam Edition,game,34.99,00:00.0,-1,0,0
273940,Warehouse and Logistics Simulator,game,9.99,00:00.0,-1,0,0
200130,Puzzler World 2,game,4.99,00:00.0,-1,0,0
22490,Fallout: New Vegas,game,9.99,00:00.0,84,16,0
225020,Tomb Raider VI: The Angel of Darkness,game,6.99,00:00.0,-1,13,0
32630,Delta Force 2,game,4.99,00:00.0,-1,0,1
250360,MovieWriterPro,game,29.99,00:00.0,-1,0,0
239720,PAC-MAN™ and the Ghostly Adventures,game,19.99,00:00.0,-1,0,0
252310,Syder Arcade,game,9.99,00:00.0,76,0,0
296070,MIND: Path to Thalamus Enhanced Edition,game,8.99,00:00.0,75,0,0
38070,Coconut Queen,game,9.99,00:00.0,-1,0,0
230410,Warframe,game,0,00:00.0,68,17,1
15620,"Warhammer® 40,000™: Dawn of War® II",game,19.99,00:00.0,85,17,1
234290,Zack Zero,game,9.99,00:00.0,-1,0,0
269330,Chronology,game,4.99,00:00.0,-1,0,0
262610,Liquid Rhythm,game,2.99,00:00.0,-1,0,0
278890,Angvik,game,2.99,00:00.0,-1,0,0
214340,Deponia,game,49.99,00:00.0,74,0,0
253750,Ikaruga,game,9.99,00:00.0,84,0,0
274480,Drox Operative,game,19.99,00:00.0,74,0,1
230330,FINAL FANTASY® XI: Ultimate Collection Seekers Edition,game,39.99,00:00.0,-1,0,0
49810,CreaVures,game,4.99,00:00.0,55,0,0
18000,"Precipice of Darkness, Episode One",game,7.99,00:00.0,-1,17,0
24650,Trainz Settle and Carlisle,game,19.99,00:00.0,-1,0,0
302250,Manhunter,game,4.99,00:00.0,-1,0,0
7000,Tomb Raider: Legend,game,6.99,00:00.0,82,0,0
33440,Driver San Francisco,game,19.99,00:00.0,80,0,1
213030,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,game,4.99,00:00.0,-1,0,0
8890,Freedom Force vs. the Third Reich,game,4.99,00:00.0,-1,0,1
291050,Planet Stronghold,game,18.99,00:00.0,-1,0,0
35070,Flora's Fruit Farm,game,3.99,00:00.0,-1,0,0
10520,Beijing 2008™ - The Official Video Game of the Olympic Games,game,0,00:00.0,-1,0,1
257120,Not The Robots,game,9.99,00:00.0,-1,0,0
62000,Flight Control HD,game,4.99,00:00.0,-1,0,0
214590,Fairy Bloom Freesia,game,7.99,00:00.0,-1,0,0
253370,Axis Game Factory's AGFPRO v3,game,19.99,00:00.0,-1,0,0
3620,Zuma's Revenge!,game,4.99,00:00.0,78,0,0
217100,Dementium II HD,game,4.99,00:00.0,37,17,0
222480,Resident Evil Revelations / Biohazard Revelations,game,29.99,00:00.0,77,17,0
237590,R.I.P.D.: The Game,game,9.99,00:00.0,-1,13,0
63110,Alter Ego,game,9.99,00:00.0,59,0,0
259130,Wasteland 1 - The Original Classic,game,5.99,00:00.0,-1,0,0
204880,Sins of a Solar Empire®: Rebellion,game,39.99,00:00.0,82,0,1
284580,ZAMB! Biomutant Extermination,game,9.99,00:00.0,-1,0,1
42700,Call of Duty®: Black Ops,game,39.99,00:00.0,81,17,1
217080,Doctor Who: The Eternity Clock,game,9.99,00:00.0,-1,0,0
9040,QUAKE Mission Pack 1: Scourge of Armagon,game,4.99,00:00.0,-1,0,1
241620,Inquisitor,game,9.99,00:00.0,64,18,0
57690,Tropico 4: Steam Special Edition,game,14.99,00:00.0,78,0,0
296930,Ascendant,game,9.99,00:00.0,-1,0,0
37010,Ninja Blade,game,9.99,00:00.0,61,0,0
276340,My Riding Stables: Life with Horses,game,3.99,00:00.0,-1,0,0
2620,Call of Duty®,game,19.99,00:00.0,91,0,1
7520,Two Worlds II,game,19.99,00:00.0,76,17,1
48950,Greed Corp,game,9.99,00:00.0,76,0,1
1530,Multiwinia,game,9.99,00:00.0,76,0,1
266370,Calibre 10 Racing,game,9.99,00:00.0,-1,0,1
247000,Talisman: Digital Edition,game,14.99,00:00.0,51,0,1
63600,realMYST,game,5.99,00:00.0,66,0,0
201000,Geneforge 4: Rebellion,game,19.99,00:00.0,-1,0,0
201070,Revelations 2012,game,2.49,00:00.0,-1,0,1
264320,Captain Morgane and the Golden Turtle,game,4.99,00:00.0,-1,0,0
244590,Epigenesis,game,4.99,00:00.0,-1,0,1
210490,Fray: Reloaded Edition,game,0,00:00.0,27,0,1
314240,RPG Tycoon,game,9.99,00:00.0,-1,0,0
207170,Legend of Grimrock,game,14.99,00:00.0,82,0,0
209080,Guns of Icarus Online,game,9.99,00:00.0,64,0,1
231020,Storm,game,9.99,00:00.0,63,0,0
264560,Quest for Infamy,game,9.99,00:00.0,63,0,0
2710,Act of War: Direct Action,game,2.99,00:00.0,82,0,1
286100,You Have to Win the Game,game,0,00:00.0,-1,0,0
295730,Sweezy Gunner,game,3.99,00:00.0,-1,0,0
63380,Sniper Elite V2,game,29.99,00:00.0,66,0,1
2520,Gumboy - Crazy Adventures™,game,4.99,00:00.0,69,0,0
286340,FarSky,game,9.99,00:00.0,-1,0,0
248170,Clickteam Fusion 2.5,game,99.99,00:00.0,-1,0,1
259640,Guise Of The Wolf,game,6.99,00:00.0,-1,0,0
12520,18 Wheels of Steel: American Long Haul,game,9.99,00:00.0,-1,0,0
257170,Rebuild 3: Gangs of Deadsville,game,14.99,00:00.0,75,0,0
267920,Gun Metal,game,9.99,00:00.0,-1,0,0
221020,Towns,game,14.99,00:00.0,-1,0,0
220460,Cargo Commander,game,9.99,00:00.0,-1,0,0
1930,Two Worlds Epic Edition,game,9.99,00:00.0,65,17,1
100400,Silo 2,game,79.99,00:00.0,-1,0,0
33770,Drakensang: The River of Time,game,19.99,00:00.0,-1,0,0
289580,Aggression: Europe Under Fire,game,9.99,00:00.0,-1,0,0
200050,Naval War: Arctic Circle,game,19.99,00:00.0,64,0,1
109700,Achron,game,19.99,00:00.0,54,0,1
250260,Jazzpunk,game,14.99,00:00.0,75,0,0
260710,Dark Fall 2: Lights Out,game,4.99,00:00.0,66,0,0
202690,Hegemony Gold: Wars of Ancient Greece,game,14.99,00:00.0,-1,0,0
300360,Evil Pumpkin: The Lost Halloween,game,9.99,00:00.0,-1,0,0
302310,Dungeon of Elements,game,9.99,00:00.0,-1,0,0
206440,To the Moon,game,9.99,00:00.0,81,0,0
21680,Bionic Commando: Rearmed,game,9.99,00:00.0,86,17,0
209160,Call of Duty®: Ghosts,game,59.99,00:00.0,68,17,1
200710,Torchlight II,game,19.99,00:00.0,88,0,1
49600,Beat Hazard,game,9.99,00:00.0,70,0,1
35130,Lara Croft and the Guardian of Light,game,9.99,00:00.0,82,0,1
42120,Lead and Gold: Gangs of the Wild West,game,9.99,00:00.0,70,17,1
248570,Toribash,game,0,00:00.0,-1,0,1
31190,Tales of Monkey Island Complete Pack,game,19.99,00:00.0,79,0,0
57000,NyxQuest: Kindred Spirits,game,2.99,00:00.0,-1,0,0
237110,Mortal Kombat Komplete Edition,game,19.99,00:00.0,-1,17,1
246580,The Typing of The Dead: Overkill,game,19.99,00:00.0,-1,17,1
245410,Wizardry 6: Bane of the Cosmic Forge,game,4.99,00:00.0,-1,0,0
260270,Shadows: Price For Our Sins Bonus Edition,game,9.99,00:00.0,-1,0,0
287780,Derrick the Deathfin,game,7.99,00:00.0,-1,0,0
40420,Tidalis,game,4.99,00:00.0,75,0,1
3260,Safecracker: The Ultimate Puzzle Adventure,game,4.99,00:00.0,69,0,0
280560,Danmaku Unlimited 2,game,4.99,00:00.0,-1,0,0
255960,Bad Mojo Redux,game,5.99,00:00.0,74,0,0
305070,FIST OF AWESOME,game,3.99,00:00.0,-1,0,0
263820,EvilQuest,game,1.99,00:00.0,-1,0,0
41740,Cargo! The Quest for Gravity,game,9.99,00:00.0,-1,0,0
63910,King's Bounty: Crossworlds,game,14.99,00:00.0,78,0,0
46710,Ironclads: High Seas,game,9.99,00:00.0,-1,0,0
312900,Zoo Rampage,game,3.99,00:00.0,-1,0,0
252330,Slender: The Arrival,game,9.99,00:00.0,65,0,0
311100,Echelon: Wind Warriors,game,3.99,00:00.0,63,0,0
34600,Order of War™,game,7.99,00:00.0,69,0,0
299840,Metal Planet,game,5.99,00:00.0,-1,0,1
32440,LEGO® Star Wars™ - The Complete Saga,game,19.99,00:00.0,77,0,0
264200,One Finger Death Punch,game,4.99,00:00.0,-1,0,0
70500,Diamond Dan,game,4.99,00:00.0,-1,0,0
222940,THE KING OF FIGHTERS XIII STEAM EDITION,game,19.99,00:00.0,-1,0,1
314770,Pe-2: Dive Bomber,game,9.99,00:00.0,-1,0,0
282620,The Battle of Sol,game,9.99,00:00.0,-1,0,0
18600,Mayhem Intergalactic,game,9.99,00:00.0,-1,0,1
20700,Starscape,game,9.99,00:00.0,-1,0,0
46200,A.I.M. Racing,game,2.99,00:00.0,-1,0,0
313730,Sunrider: Mask of Arcadius,game,0,00:00.0,-1,17,0
286200,ReignMaker,game,14.99,00:00.0,-1,0,0
22320,The Elder Scrolls III: Morrowind® Game of the Year Edition,game,19.99,00:00.0,89,0,0
256190,Enemy Front,game,29.99,00:00.0,52,0,1
41500,Torchlight,game,14.99,00:00.0,83,0,0
292820,Pajama Sam 4: Life Is Rough When You Lose Your Stuff!,game,6.99,00:00.0,-1,0,0
232010,Euro Truck Simulator,game,8.99,00:00.0,-1,0,0
288970,Dark Lore Mysteries: The Hunt For Truth,game,4.99,00:00.0,-1,0,0
13540,Tom Clancy's Rainbow Six® Vegas,game,9.99,00:00.0,85,17,1
264460,A-Men,game,9.99,00:00.0,-1,0,0
247120,Portal 2 Sixense Perceptual Pack,game,0,00:00.0,-1,0,0
211010,Alien Shooter 2 Conscription,game,9.99,00:00.0,-1,0,0
113400,APB Reloaded,game,0,00:00.0,-1,17,1
12210,Grand Theft Auto IV,game,19.99,00:00.0,90,17,1
226580,F1 2014,game,29.99,00:00.0,61,0,1
16030,7 Wonders: Treasures of Seven,game,9.99,00:00.0,-1,0,0
291630,Mirror Mysteries,game,4.99,00:00.0,-1,0,0
308360,LogiGun,game,4.99,00:00.0,-1,0,0
247080,Crypt of the NecroDancer,game,14.99,00:00.0,87,0,0
214910,Air Conflicts: Pacific Carriers,game,12.99,00:00.0,-1,0,1
201790,Orcs Must Die! 2,game,14.99,00:00.0,83,0,0
289890,"7,62 High Calibre",game,4.99,00:00.0,-1,0,0
274250,OlliOlli,game,12.99,00:00.0,78,0,0
260210,Assassin’s Creed® Liberation HD,game,19.99,00:00.0,-1,17,0
270770,Etherlords,game,4.99,00:00.0,77,0,1
252410,SteamWorld Dig,game,9.99,00:00.0,76,0,0
96800,Nexuiz,game,9.99,00:00.0,54,0,1
246980,InFlux,game,9.99,00:00.0,-1,0,0
305490,Heileen 3: New Horizons,game,24.99,00:00.0,-1,0,0
276240,My Vet Practice: In the Country,game,3.99,00:00.0,-1,0,0
205090,BIT.TRIP FLUX,game,9.99,00:00.0,-1,0,0
48110,Silent Hunter 5®: Battle of the Atlantic,game,9.99,00:00.0,62,0,1
8790,GTR 2 FIA GT Racing Game,game,7.99,00:00.0,-1,0,1
19000,Silent Hill Homecoming,game,39.99,00:00.0,64,17,0
267900,Guilty Gear Isuka,game,9.99,00:00.0,-1,0,0
3300,Bejeweled 2 Deluxe,game,4.99,00:00.0,-1,0,0
241540,State of Decay,game,0,00:00.0,79,17,0
261600,Basketball Pro Management 2014,game,0,00:00.0,-1,0,0
281920,Splatter - Blood Red Edition,game,9.99,00:00.0,-1,0,0
281240,Adventure Chronicles: The Search For Lost Treasure,game,4.99,00:00.0,-1,0,0
296530,Coldfire Keep,game,4.99,00:00.0,-1,0,0
42710,Call of Duty®: Black Ops,game,39.99,00:00.0,81,17,1
242980,Daikatana,game,6.99,00:00.0,-1,17,0
240360,Dragon's Lair 2: Time Warp,game,9.99,00:00.0,-1,0,0
267670,Realms of Arkania 1 - Blade of Destiny Classic,game,3.99,00:00.0,-1,0,0
8870,BioShock Infinite,game,29.99,00:00.0,94,17,0
110630,Mutant Storm: Reloaded,game,4.99,00:00.0,-1,0,0
237430,Expeditions: Conquistador,game,19.99,00:00.0,77,0,1
2360,HeXen: Beyond Heretic,game,4.99,00:00.0,-1,0,0
209830,Lone Survivor: The Director's Cut,game,14.99,00:00.0,81,15,0
18400,Crazy Machines 2,game,14.99,00:00.0,72,0,0
40950,Stronghold HD,game,5.99,00:00.0,81,0,1
301420,Third Eye Crime,game,4.99,00:00.0,-1,0,0
208480,Assassin’s Creed® III,game,19.99,00:00.0,80,17,1
105700,Tobe's Vertical Adventure,game,4.99,00:00.0,75,0,0
15170,Heroes of Might & Magic V,game,9.99,00:00.0,77,0,0
259830,Wooden Sen'SeY,game,9.99,00:00.0,-1,0,0
262870,Recovery Search & Rescue Simulation,game,14.99,00:00.0,-1,0,0
252550,Qbeh-1: The Atlas Cube,game,9.99,00:00.0,72,0,0
286120,QuestRun,game,8.99,00:00.0,-1,0,0
211970,Test Drive: Ferrari Racing Legends,game,19.99,00:00.0,-1,6,1
15710,Oddworld: Abe's Exoddus®,game,2.99,00:00.0,-1,0,0
10110,Space Quest™ Collection,game,19.99,00:00.0,-1,0,0
105420,Ms. Splosion Man,game,9.99,00:00.0,-1,0,1
46480,Still Life,game,7.99,00:00.0,75,17,0
250520,UnderRail,game,14.99,00:00.0,72,0,0
253310,Fester Mudd: Curse of the Gold - Episode 1,game,9.99,00:00.0,76,0,0
